,Id,Score
120,4630,1.5456881884792487E31
121,4876,1.541794839376973E31
122,2578,1.539513165591022E31
123,7926,1.5382321844802523E31
124,8265,1.5372205194190213E31
125,1588,1.5349165671440823E31
126,2734,1.5303922546581425E31
127,1586,1.5303575797880016E31
128,8181,1.5244029472075559E31
129,4476,1.5241206154451313E31
130,8148,1.5237804634408426E31
131,2163,1.5235426917258465E31
132,3122,1.5209749696859802E31
133,8479,1.5184685503496385E31
134,8248,1.5178488716601349E31
135,7866,1.5100832444598574E31
136,7865,1.509888817912229E31
137,2674,1.509382428864892E31
138,2439,1.5087936692506507E31
139,8480,1.506809327878355E31
140,4232,1.5065325381555142E31
141,6423,1.505350696168448E31
142,6240,1.5045005360735283E31
143,6239,1.5045005360735283E31
144,6139,1.5045005360735283E31
145,6829,1.5016876301251681E31
146,2836,1.5016592979701852E31
147,8046,1.501549536626726E31
148,5838,1.4950847813290685E31
149,7384,1.4928715970854657E31
150,8164,1.4923796042652464E31
151,2681,1.4904956379716263E31
152,7565,1.4904283684526587E31
153,5521,1.4890865839533436E31
154,3923,1.488519228115712E31
155,7274,1.4845738591304732E31
156,7451,1.4833962039828458E31
157,4321,1.4809981512880968E31
158,4831,1.479445802933899E31
159,1984,1.4739337856751993E31
160,4422,1.4724807407497109E31
161,1688,1.4715844071422508E31
162,7965,1.4715005475211727E31
163,6629,1.4714797349392374E31
164,1774,1.4688369683184274E31
165,3361,1.4612796269867907E31
166,7463,1.4606012413968298E31
167,7152,1.4595370752461501E31
168,7764,1.4502218202144476E31
169,5980,1.4499093015715052E31
170,7963,1.4494748989558217E31
171,6180,1.4472065886819188E31
172,7668,1.4424845965332086E31
173,7249,1.4391116984451425E31
174,6531,1.4384874691034275E31
175,2538,1.4383706467555578E31
176,2046,1.4375298582854518E31
177,7281,1.437312927253098E31
178,2562,1.4366297699506665E31
179,7948,1.4365049448158263E31
180,7482,1.4357812352507258E31
181,2483,1.4357396038200857E31
182,1627,1.4337491404087775E31
183,2453,1.4327123648113696E31
184,6079,1.4317043239381036E31
185,1660,1.4276253712992437E31
186,6930,1.4257129993101334E31
187,1551,1.4196733538028285E31
188,6830,1.4185314923229472E31
189,6931,1.4185314923229472E31
190,5430,1.4179717709083276E31
191,3420,1.4178463393051767E31
192,2579,1.416551005342045E31
193,2537,1.4103177950125608E31
194,2539,1.4077053725996069E31
195,7468,1.4075965181994035E31
196,2184,1.4056477142814022E31
197,8165,1.4012246774979675E31
198,2580,1.3993647176259934E31
199,2340,1.3963760766665934E31
200,7467,1.3945660880002365E31
201,7022,1.39316017793532E31
202,2927,1.3928792789676405E31
203,6922,1.3908066114465591E31
204,4024,1.3907441431355773E31
205,4025,1.3907441431355773E31
206,4125,1.3907441431355773E31
207,4026,1.3907441431355773E31
208,2384,1.3886399158627446E31
209,5622,1.3859950365990574E31
210,6325,1.3854204580876962E31
211,1540,1.385363483934679E31
212,4124,1.3846314866951E31
213,4731,1.383976802220907E31
214,2455,1.3832426053518089E31
215,8464,1.3808065716069186E31
216,1788,1.3800656403188052E31
217,7976,1.3773966024367369E31
218,2481,1.3769942938828116E31
219,5088,1.375794737882668E31
220,1689,1.3755274231276634E31
221,1889,1.3755274231276634E31
222,1789,1.3755274231276634E31
223,3480,1.371955144356924E31
224,3481,1.3718045746581204E31
225,3282,1.371714095673521E31
226,3182,1.3717140956735207E31
227,3183,1.3716891436169714E31
228,7563,1.3715051910998943E31
229,5732,1.3710598849621326E31
230,7861,1.3701986882251305E31
231,2960,1.3694754914062406E31
232,3581,1.3686925870219076E31
233,3380,1.3658582491512613E31
234,3722,1.3654282875775566E31
235,3575,1.3647698575012237E31
236,6529,1.3638307672332996E31
237,6630,1.3634418019181653E31
238,5724,1.3628641092531813E31
239,6588,1.3616109025527888E31
240,8286,1.35976045502329E31
241,4322,1.357581176257151E31
242,5824,1.357484023515406E31
243,7021,1.356266207035633E31
244,7833,1.35598574437403E31
245,7466,1.35574990656755E31
246,8147,1.3551227839576072E31
247,6688,1.3544706453340422E31
248,6689,1.3535061257281035E31
249,2679,1.3523711742940075E31
250,7564,1.3517933835494676E31
251,6241,1.351250826198778E31
252,1888,1.35007854336849E31
253,7664,1.3478510576362942E31
254,3381,1.3470396212903365E31
255,2085,1.3436454269850749E31
256,1587,1.342447708813689E31
257,3241,1.34107223265713E31
258,5720,1.3407185432725405E31
259,1547,1.340504685180425E31
260,5823,1.339716158007763E31
261,6530,1.3371160600961052E31
262,4020,1.3339093544459925E31
263,7962,1.3335945081164588E31
264,5924,1.3315998988812318E31
265,5923,1.3315998988812318E31
266,1683,1.3305082054311234E31
267,7252,1.329220419173859E31
268,8075,1.3289667504601035E31
269,3141,1.3286009593864446E31
270,5822,1.3271157652025157E31
271,7960,1.326228947746204E31
272,7961,1.326228947746204E31
273,7732,1.3247098514831352E31
274,6730,1.324211975879376E31
275,1787,1.3241981482922704E31
276,5922,1.3230000500430179E31
277,7733,1.321685247111181E31
278,4820,1.3214647383060925E31
279,1633,1.3204812723923367E31
280,2075,1.3175282716398274E31
281,4385,1.3157869936240677E31
282,3531,1.315544162351438E31
283,8258,1.3125181612887457E31
284,2834,1.3107551106927734E31
285,2937,1.3072605652404665E31
286,8059,1.3068307455070559E31
287,3822,1.306488628619901E31
288,4631,1.3060314214810649E31
289,7829,1.3048608029341346E31
290,2849,1.3007391042926096E31
291,8360,1.2965453619706494E31
292,7567,1.2963605269359967E31
293,5939,1.2934308439266728E31
294,8121,1.292051866318056E31
295,8221,1.292051866318056E31
296,8322,1.292051866318056E31
297,8122,1.292051866318056E31
298,8222,1.292051866318056E31
299,8223,1.292051866318056E31
300,8323,1.292051866318056E31
301,8184,1.2914819823249377E31
302,8564,1.28983638701367E31
303,4323,1.2887910458650492E31
304,6382,1.2866006908737822E31
305,8423,1.2853880356956012E31
306,1648,1.2831099195811773E31
307,8386,1.2825948399804335E31
308,8047,1.2825298848558817E31
309,3921,1.2796571426734229E31
310,5120,1.279229509642918E31
311,7987,1.2746864057818307E31
312,6282,1.2743878330714425E31
313,2150,1.274184280778435E31
314,5621,1.2736782615561119E31
315,1583,1.2726626983131223E31
316,5821,1.271139108797379E31
317,8326,1.2658062675621607E31
318,4784,1.2652832102177737E31
319,1786,1.261116612057274E31
320,7020,1.2610221041008858E31
321,3821,1.2588101754933573E31
322,5529,1.2581649438491004E31
323,3685,1.2577834095694959E31
324,4023,1.2554974333188712E31
325,6182,1.254823560500815E31
326,2850,1.2540693861811283E31
327,1571,1.2493631119721482E31
328,5921,1.246642109177473E31
329,6080,1.2458897645009352E31
330,6522,1.2455354321854857E31
331,5722,1.2433281186854255E31
332,6281,1.241294705006995E31
333,3920,1.2405264835219653E31
334,6789,1.2393765904325646E31
335,2352,1.2393578761762214E31
336,7830,1.2392537184244293E31
337,6921,1.236440109232733E31
338,7730,1.2346755312952254E31
339,7731,1.2322863460822453E31
340,3922,1.2320128209285686E31
341,5632,1.230378917433306E31
342,5432,1.230378917433306E31
343,5532,1.230378917433306E31
344,5629,1.230378917433306E31
345,5729,1.230378917433306E31
346,5630,1.230378917433306E31
347,5730,1.230378917433306E31
348,5530,1.230378917433306E31
349,5631,1.230378917433306E31
350,5731,1.230378917433306E31
351,5531,1.230378917433306E31
352,2534,1.2288798769460632E31
353,5431,1.2287004799043713E31
354,7334,1.2254179338848507E31
355,3023,1.2251848467010014E31
356,7775,1.2222134763842888E31
357,2736,1.222104960300819E31
358,6024,1.2220163591957599E31
359,8424,1.2203605844568358E31
360,1651,1.2200050525868182E31
361,4284,1.2195007235453443E31
362,8224,1.213055648215015E31
363,6389,1.2123353607097009E31
364,8422,1.2118066679904912E31
365,3473,1.2048160487701362E31
366,6422,1.2030806939385487E31
367,4021,1.2027205511156204E31
368,6181,1.2022207655198034E31
369,1785,1.202119966506456E31
370,1646,1.1968889650606773E31
371,8256,1.1941967369289059E31
372,3479,1.191996695279291E31
373,1748,1.191124352948701E31
374,4224,1.1899066233148301E31
375,3379,1.1897354913812124E31
376,3430,1.1894631568359161E31
377,2466,1.1888338722669588E31
378,7964,1.186527979108733E31
379,8159,1.1860957064590648E31
380,6324,1.1850106340114156E31
381,7789,1.1833684233390932E31
382,7974,1.182407289168529E31
383,8074,1.1795473521919025E31
384,1983,1.179508471306088E31
385,2552,1.1775341044746056E31
386,8324,1.1772319114491736E31
387,6023,1.177069206692328E31
388,6183,1.176454656520454E31
389,4383,1.172421701288888E31
390,8220,1.1693976397809767E31
391,5077,1.165188414682596E31
392,2533,1.1649045305932998E31
393,3060,1.1645089506459583E31
394,3260,1.162807545295859E31
395,3160,1.162807545295859E31
396,3161,1.162807545295859E31
397,3261,1.162807545295859E31
398,8455,1.1627964354996816E31
399,3530,1.1587986047432772E31
400,4886,1.157238050578853E31
401,7633,1.1557186340786743E31
402,6225,1.1553322477651315E31
403,6323,1.1536164204242972E31
404,3050,1.1535539101953293E31
405,7250,1.1497616014752278E31
406,4531,1.1478980331671034E31
407,2639,1.1431237970043264E31
408,6320,1.1412591279216831E31
409,6221,1.1412591279216831E31
410,6321,1.1412591279216831E31
411,6322,1.1412591279216831E31
412,4120,1.133912660896158E31
413,1976,1.1333392686366656E31
414,6222,1.1323073539125805E31
415,5477,1.1314809512550582E31
416,2735,1.1279916349824697E31
417,8283,1.1274008172855804E31
418,8282,1.1271353611150837E31
419,7283,1.1238085784833093E31
420,6082,1.1222283259226332E31
421,2837,1.1181922011340674E31
422,2482,1.117661900360289E31
423,8383,1.117342929992042E31
424,6121,1.111262504367225E31
425,7882,1.1105677261163738E31
426,6220,1.1060847229222742E31
427,2638,1.1049144260306993E31
428,2252,1.1041326729464331E31
429,6122,1.1030299390212332E31
430,6022,1.102905538338534E31
431,3834,1.102773269799799E31
432,6223,1.102473829185371E31
433,6124,1.101432830162698E31
434,6224,1.101432830162698E31
435,6125,1.101432830162698E31
436,6021,1.101432830162698E31
437,6123,1.101432830162698E31
438,7452,1.1009820027617247E31
439,5820,1.0995491670048365E31
440,8182,1.0992032779365008E31
441,8382,1.0980770535394611E31
442,4431,1.0907770212669755E31
443,2186,1.0888231731008517E31
444,2276,1.0869781447209036E31
445,3341,1.084867707095914E31
446,8327,1.0843446731464122E31
447,7282,1.0833169664819263E31
448,6081,1.0822536205087743E31
449,6421,1.0819146000119326E31
450,8183,1.0776427854401104E31
451,2629,1.0766307885009483E31
452,2240,1.0732689839470384E31
453,4275,1.0723759565055452E31
454,2675,1.071286175580243E31
455,6083,1.0658184720961336E31
456,3721,1.0627080363886303E31
457,8065,1.0617472777888677E31
458,8364,1.0614236986849586E31
459,2535,1.055749298246837E31
460,5177,1.0527204487724454E31
461,4123,1.044165353865249E31
462,2452,1.041680697169308E31
463,5981,1.0401001377418607E31
464,3250,1.0353528500535037E31
465,8325,1.0342172855351627E31
466,5021,1.0296691106581621E31
467,1784,1.0256612369691839E31
468,2938,1.0236236434894506E31
469,7382,1.0224199682651064E31
470,1825,1.0192156619506856E31
471,3441,1.0191318587355603E31
472,4483,1.01664207912995E31
473,5721,1.0143253865668168E31
474,7982,1.0102874713707754E31
475,7883,1.0102874713707754E31
476,7983,1.0100924771751444E31
477,3181,1.0087914895585332E31
478,3281,1.0082540456705386E31
479,7783,1.0079015213364987E31
480,6589,1.0055797884620022E31
481,4233,1.0005019382000756E31
482,7929,1.0004030244279941E31
483,2440,9.943047692589579E30
484,8363,9.933378383030813E30
485,2157,9.93013671177134E30
486,1541,9.915193849233545E30
487,2635,9.909587357435957E30
488,2640,9.836235721853849E30
489,2356,9.819004792331413E30
490,3820,9.787609862715928E30
491,2659,9.75404021256272E30
492,1727,9.730887078671533E30
493,2383,9.728863807919062E30
494,8082,9.710478625053909E30
495,6120,9.700641299248451E30
496,5784,9.647296148183613E30
497,2871,9.641081769622618E30
498,4022,9.612927371820349E30
499,2678,9.579858744288983E30
500,2536,9.575655963191513E30
501,5584,9.528746416822953E30
502,5839,9.513787583122516E30
503,7232,9.50816505261772E30
504,1674,9.504001769091873E30
505,5938,9.499863677462225E30
506,2838,9.458898761805581E30
507,6622,9.436707056053577E30
508,5688,9.368374776009757E30
509,2540,9.360801340747112E30
510,4221,9.310688091257696E30
511,1572,9.290445419989461E30
512,2950,9.26588892624631E30
513,8083,9.201665434834085E30
514,2637,9.175805961790213E30
515,5983,9.147150556419157E30
516,5338,9.14690934231214E30
517,5687,9.132904938687518E30
518,4384,9.089973075931382E30
519,3021,9.073217325958828E30
520,4222,9.051616126485192E30
521,5689,9.02709417113654E30
522,1783,9.015696306297229E30
523,3934,9.01276695457866E30
524,2750,8.97820292919164E30
525,3022,8.968045955304166E30
526,2541,8.937073998623712E30
527,2738,8.928450030577401E30
528,7488,8.875474073662808E30
529,4121,8.864338995436662E30
530,2737,8.804278691631105E30
531,8259,8.799663912731884E30
532,8125,8.779433358442921E30
533,1975,8.714711366247254E30
534,3179,8.675981174225302E30
535,4223,8.664108193255848E30
536,2122,8.657741035428025E30
537,5788,8.638998573055112E30
538,8356,8.63635928069459E30
539,2773,8.635024993554237E30
540,4122,8.62899390737914E30
541,2257,8.612981754480722E30
542,5342,8.603699121908343E30
543,8584,8.537038808266658E30
544,8255,8.508343528766751E30
545,8355,8.508343528766751E30
546,3521,8.494717921820762E30
547,3621,8.450776397578778E30
548,3720,8.439921788553794E30
549,3520,8.435295386304197E30
550,3620,8.435295386304197E30
551,5087,8.418315248791003E30
552,8481,8.407136928969698E30
553,4420,8.388040611217256E30
554,3577,8.377566576759867E30
555,5187,8.344695572476148E30
556,5389,8.33821026771729E30
557,6420,8.306665972821401E30
558,4988,8.262424034946613E30
559,3641,8.245443446530015E30
560,2434,8.221521817139843E30
561,1941,8.198687651001293E30
562,7585,8.156613931826611E30
563,2430,8.116256045904237E30
564,7568,8.08436302769681E30
565,2661,8.071886458134204E30
566,2185,8.031860583866588E30
567,5686,8.025993144340051E30
568,5787,8.013008458148484E30
569,7684,8.005328941001733E30
570,6086,7.989704846262056E30
571,5789,7.978866486056827E30
572,5241,7.958975070250393E30
573,7233,7.956449355434485E30
574,7351,7.953413678018949E30
575,2082,7.953184460804727E30
576,7875,7.936223881018296E30
577,2636,7.914932022946107E30
578,1549,7.84831591080243E30
579,5489,7.829672610642366E30
580,7534,7.79267781062357E30
581,8482,7.779120466460376E30
582,1884,7.770581540676347E30
583,7385,7.757757749985414E30
584,7584,7.743854042163139E30
585,1885,7.71458838892296E30
586,1725,7.706763947825208E30
587,2143,7.689246278932574E30
588,1573,7.675946229486094E30
589,5288,7.634463427047094E30
590,7150,7.6288148480952E30
591,7383,7.619334504792444E30
592,3935,7.611198625370616E30
593,7788,7.605487050642519E30
594,2351,7.585593308520576E30
595,5075,7.576205848518181E30
596,5785,7.563089282734859E30
597,5885,7.558144908479034E30
598,5884,7.543791846379966E30
599,2284,7.527874628842667E30
600,6821,7.522197821609202E30
601,5284,7.517413876581619E30
602,5786,7.516559912760654E30
603,2462,7.511008677851666E30
604,7586,7.508405347345593E30
605,2778,7.489429777599332E30
606,7685,7.465630731061631E30
607,2641,7.4646591460938E30
608,2377,7.423876578982445E30
609,2463,7.417748223064202E30
610,2676,7.417123080075159E30
611,7285,7.358164025534411E30
612,2436,7.336775782028726E30
613,5286,7.307759529060335E30
614,5387,7.307759529060335E30
615,7686,7.296976444705219E30
616,2261,7.274390941150893E30
617,7588,7.240809042509867E30
618,1876,7.232751800293082E30
619,5186,7.219978258488741E30
620,1883,7.218350631394642E30
621,5287,7.173138439101615E30
622,1642,7.152138995518738E30
623,1749,7.131385001605614E30
624,1649,7.131385001605614E30
625,3936,7.118836370680507E30
626,1751,7.102191907607731E30
627,5386,7.085714600757522E30
628,2464,7.083142951486828E30
629,1565,7.063405647722847E30
630,3177,7.045997744886167E30
631,2023,7.034767663298348E30
632,2149,7.023830736131294E30
633,2049,7.023830736131294E30
634,2263,7.022923233754959E30
635,4136,7.006427406399948E30
636,4036,7.004972912607205E30
637,2827,6.979143076296811E30
638,2362,6.978160936218544E30
639,7533,6.966657773835224E30
640,2076,6.938673673336266E30
641,2878,6.938311696059563E30
642,6889,6.929432021524852E30
643,3576,6.90070470635815E30
644,3476,6.90070470635815E30
645,3376,6.90070470635815E30
646,3276,6.90070470635815E30
647,3176,6.90070470635815E30
648,3477,6.90070470635815E30
649,3277,6.90070470635815E30
650,3377,6.90070470635815E30
651,3378,6.90070470635815E30
652,3478,6.90070470635815E30
653,3375,6.90070470635815E30
654,3475,6.90070470635815E30
655,3275,6.90070470635815E30
656,5589,6.896434958069741E30
657,3474,6.893270819218613E30
658,7689,6.892853203467247E30
659,8225,6.889258946769097E30
660,1746,6.879028051347297E30
661,3175,6.86338711892364E30
662,2364,6.849481108293116E30
663,2465,6.849481108293116E30
664,2363,6.849481108293116E30
665,3374,6.834304131555904E30
666,1533,6.818853361864015E30
667,4987,6.808951374715537E30
668,6489,6.807502905456065E30
669,3174,6.775126569801924E30
670,2262,6.768120586764313E30
671,6920,6.750717822544449E30
672,7434,6.749653998470467E30
673,3040,6.731783803095576E30
674,7688,6.730585331564903E30
675,2365,6.688348896860582E30
676,3274,6.680508120987E30
677,2435,6.670642629695059E30
678,8285,6.661560341065083E30
679,3271,6.635481120935555E30
680,8565,6.627984573802453E30
681,3272,6.621294096060656E30
682,5588,6.582472560373824E30
683,3249,6.58076930351065E30
684,7587,6.571541934493381E30
685,5920,6.557494509972191E30
686,5020,6.5492229408093E30
687,3026,6.548023301381353E30
688,3173,6.528800107881516E30
689,2235,6.528266042027881E30
690,5388,6.497033106772393E30
691,2236,6.48698144701207E30
692,3543,6.485130545823202E30
693,4888,6.484310574344779E30
694,2739,6.466999762462565E30
695,7687,6.455164816324372E30
696,1887,6.437570443873283E30
697,5540,6.429778979746015E30
698,3372,6.421967058955597E30
699,3278,6.420926884851254E30
700,7485,6.417900157921446E30
701,3371,6.40693016629483E30
702,3279,6.382413189261398E30
703,4887,6.367299745106626E30
704,3171,6.326122146724267E30
705,7483,6.297762391546966E30
706,5486,6.293163960272088E30
707,1847,6.280414134307442E30
708,5385,6.279672290100032E30
709,3445,6.268020459589907E30
710,4788,6.262991204813034E30
711,7388,6.26240085186442E30
712,5487,6.261174655573082E30
713,3273,6.255383553414907E30
714,7484,6.230881185073567E30
715,4320,6.22543463045605E30
716,2183,6.216567546087234E30
717,2334,6.213582902305444E30
718,3172,6.208005092826225E30
719,1850,6.182301600959588E30
720,4520,6.164060116833802E30
721,4034,6.1332964308491E30
722,2322,6.11466338844379E30
723,7876,6.107258044636719E30
724,5886,6.079333755101836E30
725,7975,6.036660430299802E30
726,1985,6.017628654054545E30
727,7433,6.003747603833204E30
728,5587,5.993870701145457E30
729,7486,5.979433670414728E30
730,2924,5.95738351167225E30
731,3280,5.955945578006428E30
732,2441,5.949861201056135E30
733,1550,5.93645901574123E30
734,2160,5.9355551679999E30
735,3071,5.926414048865127E30
736,2971,5.926414048865127E30
737,7352,5.916743747649575E30
738,2977,5.9060779847394E30
739,7149,5.902880256764646E30
740,3076,5.894597516869608E30
741,2134,5.860259085893941E30
742,2366,5.840170739431507E30
743,8284,5.819769903050278E30
744,2361,5.816241105443016E30
745,2872,5.807617966608409E30
746,8384,5.803899273574061E30
747,8264,5.796521468587671E30
748,2251,5.788675648135408E30
749,5383,5.776077543640345E30
750,1949,5.74012766263458E30
751,6084,5.722917774114463E30
752,7487,5.69338571885178E30
753,2048,5.692922061839642E30
754,2135,5.667371166310668E30
755,4583,5.659791273493414E30
756,4220,5.651245160454367E30
757,1650,5.648478136821518E30
758,3075,5.619026480257905E30
759,5488,5.6112933655554E30
760,3049,5.575954880555188E30
761,1750,5.573874079432818E30
762,2022,5.567473922535289E30
763,8483,5.545505428997794E30
764,4789,5.540481143216424E30
765,2976,5.533005965716182E30
766,2344,5.515391239089657E30
767,5984,5.512079251770736E30
768,2972,5.507466409437649E30
769,3072,5.507466409437649E30
770,3073,5.507466409437649E30
771,2973,5.507466409437649E30
772,3074,5.507466409437649E30
773,2876,5.505830107648111E30
774,2336,5.500231006512821E30
775,4134,5.478515069924337E30
776,7288,5.474109919977802E30
777,7289,5.474109919977802E30
778,8064,5.43674884598547E30
779,4035,5.418054359227633E30
780,3149,5.413132381907241E30
781,2921,5.404991893584133E30
782,2974,5.398812543544614E30
783,4135,5.398745005536987E30
784,4689,5.392425209385254E30
785,4683,5.3923267838824E30
786,7189,5.392141874953767E30
787,7089,5.390981244000106E30
788,7387,5.367283970344708E30
789,2873,5.363486961756252E30
790,1574,5.354368733684974E30
791,2561,5.332789973872692E30
792,2451,5.32284208798772E30
793,8026,5.292257010422448E30
794,2161,5.262743931920468E30
795,2250,5.255713427374098E30
796,2720,5.250499409494823E30
797,2820,5.250499409494823E30
798,2420,5.250499409494823E30
799,2520,5.250499409494823E30
800,2620,5.250499409494823E30
801,2721,5.250499409494823E30
802,2621,5.250499409494823E30
803,2521,5.250499409494823E30
804,2821,5.250499409494823E30
805,2722,5.250499409494823E30
806,2622,5.250499409494823E30
807,2421,5.244619454653697E30
808,2975,5.214574071635334E30
809,2874,5.20076257732783E30
810,2777,5.184419344488414E30
811,2822,5.182566390565776E30
812,5485,5.174596870629565E30
813,2162,5.173620944479095E30
814,4234,5.161152788697223E30
815,6721,5.157716655143937E30
816,2776,5.125827797051752E30
817,2677,5.118602295777049E30
818,2335,5.102480844670013E30
819,2875,5.077626501539235E30
820,2350,5.0678875324733003E30
821,2551,5.0678875324733003E30
822,2651,5.0678875324733003E30
823,7188,5.0354447897921555E30
824,5484,5.0156891367885155E30
825,1849,5.0105006185403854E30
826,2522,5.0049835932873575E30
827,8385,4.9920603908882423E30
828,2775,4.991190172215336E30
829,5889,4.9615560135250657E30
830,5285,4.9501992081946613E30
831,2234,4.9314403890557086E30
832,2059,4.9294709282586555E30
833,4484,4.920051775283116E30
834,2450,4.919998395095024E30
835,5585,4.917827162721131E30
836,6189,4.899284574700029E30
837,2020,4.816604829040655E30
838,7287,4.8121638082965684E30
839,2479,4.8007944962590665E30
840,1886,4.7940523488949234E30
841,2877,4.76402627991488E30
842,1945,4.763226500249575E30
843,1875,4.7518575325903985E30
844,3180,4.728711797281073E30
845,2923,4.64421565632963E30
846,5985,4.6256318536626495E30
847,2320,4.624681151594868E30
848,4921,4.6185525081790293E30
849,3541,4.6183694200860335E30
850,8485,4.6023743780095416E30
851,4757,2.6658671280661825E33
852,3741,5.089690192490244E31
853,4462,2.655509119947784E33
854,5846,1.741023668833005E32
855,4862,2.649889873754068E33
856,5843,1.735583788021972E32
857,5257,2.633333508821761E33
858,5235,1.7275142610312077E32
859,8451,5.089389787315171E31
860,5672,1.726525253307645E32
861,4920,4.570233674755266E30
862,8053,1.7190283109802488E32
863,2382,4.508415293165589E30
864,2034,4.50312329040724E30
865,1877,4.502114417885064E30
866,2766,5.089367134171358E31
867,2660,4.491569594996035E30
868,6480,5.086945332062236E31
869,4758,2.615970136319704E33
870,5586,4.456322763932334E30
871,5887,4.427213770112148E30
872,1640,4.418075715458427E30
873,5888,4.379767820740576E30
874,2557,4.361965707567821E30
875,7088,4.3477481280980205E30
876,6521,4.3353039914226094E30
877,2922,4.300208699583748E30
878,7286,4.29545229248185E30
879,7386,4.294291876264555E30
880,6621,4.2150157943473524E30
881,2060,4.1868379658600234E30
882,1721,4.1845457984990586E30
883,2461,4.170021973601206E30
884,5989,4.1081391119797757E30
885,1848,4.108116079532138E30
886,2860,4.0984558482427906E30
887,7333,4.0909075406958924E30
888,2760,4.084439297899701E30
889,2542,4.0777005743565437E30
890,8051,1.7167166429142667E32
891,2064,4.0739945724574666E30
892,7060,1.7134860624429196E32
893,2047,4.0487632325255886E30
894,5384,4.039133344528357E30
895,4588,4.0000973735835096E30
896,6989,3.9953906677916047E30
897,2260,3.9211797674963814E30
898,7927,3.8879983363278384E30
899,2176,3.8780586278529993E30
900,8484,3.87255513567582E30
901,2558,3.8569298902529454E30
902,1743,3.8398959630307984E30
903,2456,3.837868203821693E30
904,1977,3.821995469989819E30
905,2123,3.7941707737167326E30
906,6020,3.705786130512088E30
907,1948,3.702238966748504E30
