Square	Time	Country	SMSin	SMSout	Callin	Callout	Internet	Month	Day	Hour	WDay	Charge
1	1383541200000	39	0.07841227279285981	0.02730046487718618	0.0261374242642866	0.0261374242642866	5.6007905855793725	11	4	5	0	0
1	1383541800000	39	0.07957531340575938	0.0261374242642866	0.02730046487718618	0.15682454558571962	5.318310615159715	11	4	5	0	0
1	1383542400000	0	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	5	0	0
1	1383542400000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	5	0	0
1	1383542400000	39	0.07957531340575938	0.13417624316013174	0.0	0.02730046487718618	5.64642918391975	11	4	5	0	0
1	1383543000000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	5	0	0
1	1383543000000	39	0.05460092975437236	0.0017873101054994376	0.18591232056840526	0.052274848528573205	6.738522860100588	11	4	5	0	0
1	1383543600000	0	0.052274848528573205	0.0	0.0	0.0	0.0	11	4	5	0	0
1	1383543600000	39	0.23872594021727814	0.3444386778873241	0.07841227279285981	0.052274848528573205	7.5566406781990825	11	4	5	0	1
1	1383544200000	0	0.02792473436978604	0.0	0.0	0.0	0.0	11	4	5	0	0
1	1383544200000	39	0.24578968226697576	0.4751257992087571	0.07957531340575938	0.1383751328637305	8.772282652558268	11	4	5	0	1
1	1383544800000	0	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383544800000	39	0.2998518409010484	0.19011121027200395	0.21437582605849095	0.02792473436978604	9.985427548947051	11	4	6	0	1
1	1383545400000	0	0.0017873101054994376	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383545400000	39	0.18940144240710396	0.323038914446936	0.1900257118997038	0.0825256641241584	11.940727110786266	11	4	6	0	1
1	1383546000000	0	0.0825256641241584	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383546000000	39	0.7413114413876256	0.621813213107385	0.2156243650436907	0.3183012536230375	12.135110949473967	11	4	6	0	1
1	1383546600000	0	0.16031366742441833	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383546600000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	6	0	0
1	1383546600000	39	0.4068131175562941	0.4431356313332776	0.24408787053377645	0.27022529479806306	11.390641962457936	11	4	6	0	1
1	1383546600000	49	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	6	0	0
1	1383547200000	0	0.16147670803731792	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383547200000	39	0.5391165522386263	0.3337627750799326	0.21965225800268914	0.4322407739556807	9.612157591193936	11	4	6	0	1
1	1383547800000	0	0.10687577828294556	0.0	0.0	0.0	0.0	11	4	6	0	0
1	1383547800000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	6	0	0
1	1383547800000	39	0.5422378997016255	0.27970061644586	0.1941391032310024	0.1936003321107027	9.083349167387006	11	4	6	0	1
1	1383547800000	40	0.0	0.0017873101054994376	0.0	0.0	0.0	11	4	6	0	0
1	1383548400000	0	0.4054790801987943	0.0	0.0	0.0261374242642866	0.0	11	4	7	0	1
1	1383548400000	357	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	7	0	0
1	1383548400000	39	0.3272378041505347	0.38129996278460737	0.4620383168032664	0.4429646345886773	8.902542282018198	11	4	7	0	1
1	1383548400000	46	0.0	0.0	0.0	0.0	0.02792473436978604	11	4	7	0	0
1	1383549000000	0	0.2998518409010484	0.0	0.0	0.0261374242642866	0.0	11	4	7	0	1
1	1383549000000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	7	0	0
1	1383549000000	370	0.0	0.0017873101054994376	0.0	0.0	0.0	11	4	7	0	0
1	1383549000000	39	0.6335291176086808	0.2980645307955489	0.4881757410675529	0.5896040906616999	9.049326953949322	11	4	7	0	1
1	1383549000000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	7	0	0
1	1383549600000	0	0.4380559770201786	0.0	0.0	0.0	0.0	11	4	7	0	1
1	1383549600000	39	0.8920385079054479	0.27138833541096263	0.40494030907849454	0.5416136302090258	9.626664609329232	11	4	7	0	1
1	1383550200000	0	0.6954023267040461	0.0	0.0	0.0	0.0	11	4	7	0	1
1	1383550200000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	7	0	0
1	1383550200000	39	0.7307585774992293	0.3283153463911342	0.3753137629755092	0.7880275819686012	10.542540241159664	11	4	7	0	1
1	1383550200000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	7	0	0
1	1383550800000	0	0.4857641614694537	0.0	0.0	0.0	0.0	11	4	7	0	1
1	1383550800000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	7	0	0
1	1383550800000	39	0.8533899129026654	0.4299146927298815	0.6954023267040461	0.6675630907065603	8.6978245340123	11	4	7	0	1
1	1383550800000	46	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	7	0	0
1	1383550800000	49	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	7	0	0
1	1383551400000	0	0.4573006559793679	0.0	0.0	0.0261374242642866	0.0	11	4	7	0	1
1	1383551400000	39	0.4573006559793679	0.4774518804345563	0.8093418470366893	0.5540393025752217	7.515041732477901	11	4	7	0	1
1	1383551400000	49	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	7	0	0
1	1383552000000	0	0.7471384041123196	0.0	0.0	0.02730046487718618	0.0	11	4	8	0	1
1	1383552000000	20	0.0	0.0	0.0017873101054994376	0.0	0.0	11	4	8	0	0
1	1383552000000	32	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	8	0	0
1	1383552000000	355	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	8	0	0
1	1383552000000	39	0.8153280468457875	0.3063768118304463	0.9716138213112074	0.9734011314167068	7.714580306572097	11	4	8	0	1
1	1383552000000	40	0.0	0.0	0.0	0.052274848528573205	0.0	11	4	8	0	0
1	1383552000000	46	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	8	0	0
1	1383552600000	0	0.454435803633269	0.0	0.0	0.0	0.0	11	4	8	0	1
1	1383552600000	39	0.6509009880900706	0.5903993568989001	0.940567739478422	0.9153110798236356	7.846675203963135	11	4	8	0	1
1	1383552600000	7	0.0	0.0261374242642866	0.0	0.0	0.0	11	4	8	0	0
1	1383553200000	0	0.2203620258675892	0.0	0.0	0.0017873101054994376	0.0	11	4	8	0	0
1	1383553200000	39	0.40448703633049504	0.5678365528456125	1.0615710018607627	0.5993359074263973	9.088796596075804	11	4	8	0	1
1	1383553200000	91	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	8	0	0
1	1383553800000	0	0.24596067901157606	0.0261374242642866	0.0	0.0	0.0	11	4	8	0	0
1	1383553800000	20	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	8	0	0
1	1383553800000	39	0.4858496598417538	0.7814171126669033	0.7601028475988153	0.5940594754821992	9.006895201444246	11	4	8	0	1
1	1383553800000	420	0.05406215863407264	0.0261374242642866	0.0	0.0	0.0	11	4	8	0	0
1	1383554400000	0	0.13783636174343075	0.0	0.0	0.0	0.0	11	4	8	0	0
1	1383554400000	20	0.0	0.0	0.0	0.052274848528573205	0.0	11	4	8	0	0
1	1383554400000	39	0.43643966365927933	0.7669955929039126	0.9423550495839216	0.4740962147937629	8.320158908924494	11	4	8	0	1
1	1383554400000	971	0.0	0.0	0.0	0.0017873101054994376	0.0	11	4	8	0	0
1	1383555000000	0	0.3469357558577236	0.0	0.0	0.0	0.0	11	4	8	0	1
1	1383555000000	39	0.5676655561010122	1.1717649052378067	0.7624289288246144	0.5702481324437118	8.036957410979737	11	4	8	0	1
1	1383555000000	40	0.0	0.0	0.0017873101054994376	0.0	0.0	11	4	8	0	0
1	1383555600000	0	0.3183012536230375	0.0	0.0	0.0	0.0	11	4	9	0	1
1	1383555600000	380	0.0	0.0	0.0	0.052274848528573205	0.0	11	4	9	0	0
1	1383555600000	39	0.9161321269473348	0.569820640582211	0.7439795161026254	0.9128140018532364	7.153696216517384	11	4	9	0	1
1	1383555600000	46	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	9	0	0
1	1383555600000	7	0.0261374242642866	0.0261374242642866	0.0	0.0	0.0	11	4	9	0	0
1	1383556200000	0	0.4073518886765938	0.0	0.0	0.0017873101054994376	0.0	11	4	9	0	1
1	1383556200000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	9	0	0
1	1383556200000	39	0.7896438953295004	0.5669557882361121	0.835479271300976	0.9015138295532448	8.378899010896662	11	4	9	0	1
1	1383556200000	49	0.0	0.0	0.02730046487718618	0.0	0.0	11	4	9	0	0
1	1383556800000	0	0.27022529479806306	0.0	0.0	0.0	0.0	11	4	9	0	0
1	1383556800000	32	0.0	0.0	0.0	0.0	0.02730046487718618	11	4	9	0	0
1	1383556800000	39	1.143766432155917	0.3183012536230375	0.7838286922650025	0.8409266999897744	7.183322762620369	11	4	9	0	1
1	1383556800000	49	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	9	0	0
1	1383557400000	0	0.323038914446936	0.0	0.02730046487718618	0.0	0.0	11	4	9	0	1
1	1383557400000	39	0.6758753717414576	0.5106530467485405	0.8907899689202482	0.7951768223905991	8.937051704803181	11	4	9	0	1
1	1383557400000	44	0.0	0.0	0.02730046487718618	0.0	0.0	11	4	9	0	0
1	1383557400000	46	0.0	0.0	0.0	0.0	0.003574620210998875	11	4	9	0	0
1	1383557400000	971	0.0	0.0	0.0017873101054994376	0.0	0.0	11	4	9	0	0
1	1383558000000	0	0.239350209709878	0.0	0.0	0.0	0.0	11	4	9	0	0
1	1383558000000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	9	0	0
1	1383558000000	39	0.7874033124760015	0.2701397964257629	0.996417208217994	0.7899003904464008	10.812471500294132	11	4	9	0	1
1	1383558000000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	9	0	0
1	1383558000000	44	0.0	0.0	0.02730046487718618	0.0	0.0	11	4	9	0	0
1	1383558000000	46	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	9	0	0
1	1383558000000	49	0.0	0.0	0.0261374242642866	0.0	0.0	11	4	9	0	0
1	1383558600000	0	0.3266135346579349	0.0	0.0	0.0	0.0	11	4	9	0	1
1	1383558600000	33	0.0	0.02730046487718618	0.0261374242642866	0.0	0.0	11	4	9	0	0
1	1383558600000	39	0.5759778371359096	0.3532897300425212	0.43473785192608017	0.6045268409982955	8.473508353897817	11	4	9	0	1
1	1383558600000	46	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	9	0	0
1	1383558600000	49	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	9	0	0
1	1383559200000	0	0.3528364572945216	0.0	0.0	0.0	0.0	11	4	10	0	1
1	1383559200000	39	0.6857184677649539	0.6943247844634467	0.7780134892005046	0.7922264716722001	12.634992177763907	11	4	10	0	1
1	1383559200000	46	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	10	0	0
1	1383559200000	48	0.0261374242642866	0.0261374242642866	0.0	0.0	0.0	11	4	10	0	0
1	1383559800000	0	0.4323262723279808	0.0261374242642866	0.0	0.0	0.0	11	4	10	0	1
1	1383559800000	39	0.7566137257601167	0.3224146449543361	0.6620781214710668	0.8723405561982591	8.258593756719026	11	4	10	0	1
1	1383559800000	46	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	10	0	0
1	1383559800000	48	0.052274848528573205	0.0	0.0	0.0	0.0	11	4	10	0	0
1	1383560400000	0	0.3277765752708344	0.0	0.0	0.0	0.0	11	4	10	0	1
1	1383560400000	39	0.3735744106956148	0.27192710653126234	0.7624289288246144	1.0089283789564902	8.331863053765593	11	4	10	0	1
1	1383560400000	971	0.0	0.0	0.02730046487718618	0.0	0.0	11	4	10	0	0
1	1383561000000	0	0.3545382690277209	0.0	0.0	0.0	0.0	11	4	10	0	1
1	1383561000000	31	0.0	0.0	0.0	0.003574620210998875	0.0	11	4	10	0	0
1	1383561000000	39	0.6775771834746569	0.3771010730810086	0.7660890474079134	0.7352994606920286	11.006513345492637	11	4	10	0	1
1	1383561600000	0	0.2203620258675892	0.0	0.0	0.0	0.0	11	4	10	0	0
1	1383561600000	39	0.6371037378196797	0.3532897300425212	0.7370012724252278	0.5564508821733211	9.45479427448792	11	4	10	0	1
1	1383561600000	41	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	10	0	0
1	1383561600000	46	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	10	0	0
1	1383562200000	0	0.2447121400263763	0.0	0.0	0.0	0.0	11	4	10	0	0
1	1383562200000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	10	0	0
1	1383562200000	39	0.4068986159285942	0.2499885719705745	0.8788655271276571	0.7048776483518431	8.536421564687087	11	4	10	0	1
1	1383562800000	0	0.3242019550598356	0.0	0.0	0.0	0.0	11	4	11	0	1
1	1383562800000	355	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	11	0	0
1	1383562800000	39	0.3783496120662083	0.2963627190623497	0.8194414381770861	0.7054164194721427	11.105824151152284	11	4	11	0	1
1	1383562800000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	11	0	0
1	1383562800000	46	0.0	0.0	0.0	0.0	0.07841227279285981	11	4	11	0	0
1	1383563400000	0	0.22393664607858804	0.0	0.0	0.0	0.0	11	4	11	0	0
1	1383563400000	39	0.6687261313194598	0.3800514237994077	0.7067504568296427	0.4638256269087657	10.248770515718926	11	4	11	0	1
1	1383563400000	44	0.0	0.0	0.0261374242642866	0.0	0.0	11	4	11	0	0
1	1383563400000	46	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	11	0	0
1	1383563400000	49	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	11	0	0
1	1383564000000	0	0.030875085088185057	0.0	0.0	0.0	0.0	11	4	11	0	0
1	1383564000000	39	0.6283381840367829	0.320088563728537	0.5598545056397195	0.6257556076940833	8.453870119676429	11	4	11	0	1
1	1383564600000	0	0.2184892173897896	0.0	0.0	0.0	0.0	11	4	11	0	0
1	1383564600000	20	0.0	0.0	0.0	0.0017873101054994376	0.0	11	4	11	0	0
1	1383564600000	39	0.5017644540466484	0.2814879265513594	0.621103445242485	0.7435262433546257	8.725626229463094	11	4	11	0	1
1	1383565200000	0	0.2933268699716505	0.0	0.02730046487718618	0.0261374242642866	0.0	11	4	11	0	1
1	1383565200000	39	0.66810186182686	0.4043160395858947	0.6568016895268687	0.4935376713840513	8.336980248625387	11	4	11	0	1
1	1383565800000	0	0.4780761499271562	0.0	0.0	0.0017873101054994376	0.0	11	4	11	0	1
1	1383565800000	39	0.9222893235010332	0.5066251537895421	0.7624289288246145	0.7577767663730162	8.232307512649246	11	4	11	0	1
1	1383566400000	0	0.4585491949645676	0.0	0.0	0.02730046487718618	0.0	11	4	12	0	1
1	1383566400000	39	0.7850772312502023	0.5636376631420137	0.5695383645788117	0.9239056368619324	8.599014958926261	11	4	12	0	1
1	1383567000000	0	0.2440878705337765	0.0	0.0	0.0	0.0	11	4	12	0	0
1	1383567000000	39	0.6413401680699735	0.4269643420114825	0.8662688580168607	0.857588802606264	8.33898651330109	11	4	12	0	1
1	1383567600000	0	0.1579875861986192	0.05460092975437236	0.0	0.0	0.0	11	4	12	0	0
1	1383567600000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	12	0	0
1	1383567600000	39	0.957315340467212	0.6704279430526592	0.4833150413246592	0.6283381840367829	7.869260184955528	11	4	12	0	1
1	1383568200000	0	0.26906225418516344	0.05460092975437236	0.0	0.0	0.0	11	4	12	0	1
1	1383568200000	39	0.951414639030414	0.500724452352744	0.7885663530889011	0.6039880698779957	9.252327526614431	11	4	12	0	1
1	1383568800000	0	0.27433868612936163	0.0	0.0	0.08190139463155853	0.0	11	4	12	0	1
1	1383568800000	39	0.9418162784636216	0.7036291093666434	0.6045268409982955	0.7096153091757414	9.02164695503624	11	4	12	0	1
1	1383569400000	0	0.1638882876354172	0.0261374242642866	0.0	0.0261374242642866	0.0	11	4	12	0	0
1	1383569400000	30	0.0261374242642866	0.0	0.0261374242642866	0.0	0.0	11	4	12	0	0
1	1383569400000	39	0.7351284639474284	0.33259973446703306	0.7737770589502109	0.4181612476818906	8.410665277873257	11	4	12	0	1
1	1383570000000	0	0.2447121400263763	0.0261374242642866	0.0	0.0	0.0	11	4	13	0	0
1	1383570000000	212	0.0	0.0	0.0	0.0017873101054994376	0.0	11	4	13	0	0
1	1383570000000	30	0.0261374242642866	0.0	0.07841227279285981	0.0	0.0	11	4	13	0	0
1	1383570000000	355	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	13	0	0
1	1383570000000	39	1.3105675299630382	0.5736517559101104	0.8116679282624886	0.6360261955790802	8.873524641800222	11	4	13	0	1
1	1383570600000	0	0.16567559774091664	0.0	0.02730046487718618	0.02730046487718618	0.0	11	4	13	0	0
1	1383570600000	355	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	13	0	0
1	1383570600000	39	0.8897124266796489	0.5985406411891973	0.8657300868965611	0.8990167515828456	8.416271943646459	11	4	13	0	1
1	1383571200000	0	0.2126740143252917	0.0261374242642866	0.0	0.0	0.0	11	4	13	0	0
1	1383571200000	32	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	13	0	0
1	1383571200000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	13	0	0
1	1383571200000	355	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	13	0	0
1	1383571200000	39	0.5564508821733211	0.4608752761903668	0.7884808547166008	0.628423682409083	8.840605751489639	11	4	13	0	1
1	1383571200000	49	0.0261374242642866	0.052274848528573205	0.0	0.0	0.0	11	4	13	0	0
1	1383571800000	0	0.3349258156928322	0.07841227279285981	0.0	0.02730046487718618	0.0	11	4	13	0	1
1	1383571800000	370	0.052274848528573205	0.0261374242642866	0.0	0.0	0.0	11	4	13	0	0
1	1383571800000	39	0.6509864864623708	0.276750265727461	0.646077828893872	0.5677510544733123	8.815583410012646	11	4	13	0	1
1	1383571800000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	13	0	0
1	1383571800000	44	0.0017873101054994376	0.0017873101054994376	0.0	0.005361930316498314	0.0	11	4	13	0	0
1	1383572400000	0	0.14365156480792865	0.0	0.0	0.0	0.0	11	4	13	0	0
1	1383572400000	33	0.0	0.0	0.0	0.0	0.0017873101054994376	11	4	13	0	0
1	1383572400000	39	1.1081161456971382	0.44117732448317787	0.6282526856644828	0.6834778849114549	9.596413793733646	11	4	13	0	1
1	1383572400000	44	0.0	0.0	0.0	0.0017873101054994376	0.0	11	4	13	0	0
1	1383573000000	0	0.32964938374863395	0.0	0.0	0.0	0.0	11	4	13	0	1
1	1383573000000	34	0.052274848528573205	0.0	0.0	0.0	0.0	11	4	13	0	0
1	1383573000000	39	1.3282216764478272	0.3841648151307063	0.6745413343839577	1.0985177851303465	10.016926903527835	11	4	13	0	1
1	1383573000000	40	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	13	0	0
1	1383573600000	0	0.1900257118997038	0.0	0.0	0.0	0.0	11	4	14	0	0
1	1383573600000	39	0.7066649584573426	0.4078906597968935	0.7587688102413154	0.7623434304523142	11.104353053649485	11	4	14	0	1
1	1383573600000	46	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	14	0	0
1	1383574200000	0	0.11045039849394443	0.003574620210998875	0.0	0.0	0.0	11	4	14	0	0
1	1383574200000	39	0.7629676999449142	0.5224544496221366	0.735667235067728	0.8546384518878651	11.232910871376216	11	4	14	0	1
1	1383574200000	855	0.0	0.0	0.0261374242642866	0.0	0.0	11	4	14	0	0
1	1383574800000	0	0.2220638376007885	0.0	0.0017873101054994376	0.0	0.0	11	4	14	0	0
1	1383574800000	39	1.1881447318508975	0.6523463047063695	0.520581641144337	0.6287914567847824	13.484684431536582	11	4	14	0	1
1	1383574800000	40	0.0261374242642866	0.0	0.0	0.02730046487718618	0.0	11	4	14	0	0
1	1383575400000	0	0.27192710653126234	0.0	0.0	0.0	0.0	11	4	14	0	0
1	1383575400000	34	0.0	0.0	0.003574620210998875	0.0	0.0	11	4	14	0	0
1	1383575400000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	14	0	0
1	1383575400000	39	0.8586663448468635	0.4264255708911828	0.8634040056707619	0.8199802092973858	12.584036002985249	11	4	14	0	1
1	1383575400000	48	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	14	0	0
1	1383576000000	0	0.13363747203983206	0.0	0.0	0.0	0.0	11	4	14	0	0
1	1383576000000	33	0.0	0.0	0.0	0.0017873101054994376	0.0	11	4	14	0	0
1	1383576000000	39	0.6478651389993715	0.4797779616603554	0.6311175380105816	0.8462886303062727	10.109723155536988	11	4	14	0	1
1	1383576600000	0	0.4310777333427811	0.0	0.0	0.0261374242642866	0.0	11	4	14	0	1
1	1383576600000	39	0.3527509589222215	0.4090537004097931	0.8954421313718466	0.8130019656199884	10.586145451556552	11	4	14	0	1
1	1383577200000	0	0.4073518886765938	0.0	0.0	0.0	0.0	11	4	15	0	1
1	1383577200000	380	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	15	0	0
1	1383577200000	39	0.7690393981263124	0.5028419962872479	0.7909779326870003	0.6685175940281645	11.602274632708035	11	4	15	0	1
1	1383577200000	48	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	15	0	0
1	1383577800000	0	0.350253880951822	0.0	0.0	0.0	0.0	11	4	15	0	1
1	1383577800000	33	0.0	0.0	0.02730046487718618	0.0	0.0261374242642866	11	4	15	0	0
1	1383577800000	39	0.7079134974425422	0.34801329809832304	1.0129562719154883	1.3591822599083123	13.30040018398927	11	4	15	0	1
1	1383578400000	0	0.3467647591131233	0.0	0.0	0.0	0.0	11	4	15	0	1
1	1383578400000	39	0.7839141906373028	0.16513682662061693	0.9571923015482168	1.2340656061946729	12.10735855423007	11	4	15	0	1
1	1383579000000	0	0.4893387816804525	0.0	0.02730046487718618	0.0	0.0	11	4	15	0	1
1	1383579000000	30	0.0261374242642866	0.0	0.0	0.0	0.0	11	4	15	0	0
1	1383579000000	33	0.0	0.0	0.0	0.0	0.0261374242642866	11	4	15	0	0
1	1383579000000	39	0.7107783497886411	0.2221493359730886	1.0268390205581794	1.2125803443819847	11.095587499866587	11	4	15	0	1
1	1383579600000	0	0.2678137151999638	0.0	0.0	0.052274848528573205	0.0	11	4	15	0	1
1	1383579600000	39	0.4945297152523506	0.3882782064620048	0.9227425962490328	0.977258027631105	10.31412242937408	11	4	15	0	1
1	1383580200000	0	0.22268810709338832	0.0	0.0	0.0	0.0	11	4	15	0	0
1	1383580200000	39	0.7233270610738322	0.5694528662065117	0.9025913717938444	0.7244046033144317	11.187588485638539	11	4	15	0	1
1	1383580200000	41	0.0	0.0	0.0	0.0261374242642866	0.0	11	4	15	0	0
